Record Length,2500,Points,94.799995422E-3,-259.99999046E-3,,Record Length,2500,Points,94.799995422E-3,-479.999989271E-3,
Sample Interval,39.99999899E-6,s,94.839997590E-3,-259.99999046E-3,,Sample Interval,39.99999899E-6,s,94.839997590E-3,-479.999989271E-3,
Trigger Point,-2.3700001E3,Samples,94.879992306E-3,-259.99999046E-3,,Trigger Point,-2.3700001E3,Samples,94.879992306E-3,-439.999997616E-3,
,,,94.919994473E-3,-259.99999046E-3,,,,,94.919994473E-3,-479.999989271E-3,
,,,94.959996641E-3,-259.99999046E-3,,,,,94.959996641E-3,-359.99998450E-3,
,,,94.999998808E-3,-259.99999046E-3,,,,,94.999998808E-3,-399.99997616E-3,
Source,CH1,,95.039993525E-3,-259.99999046E-3,,Source,CH2,,95.039993525E-3,-399.99997616E-3,
Vertical Units,Volts,,95.079995692E-3,-259.99999046E-3,,Vertical Units,Volts,,95.079995692E-3,-399.99997616E-3,
Vertical Scale,499.999988824E-3,,95.119997859E-3,-280.00000119E-3,,Vertical Scale,1.000000,,95.119997859E-3,-359.99998450E-3,
Vertical Offset,0,,95.159992576E-3,-280.00000119E-3,,Vertical Offset,0,,95.159992576E-3,-359.99998450E-3,
Horizontal Units,s,,95.199994743E-3,-259.99999046E-3,,Horizontal Units,s,,95.199994743E-3,-359.99998450E-3,
Horizontal Scale,9.999999747E-3,,95.239996910E-3,-259.99999046E-3,,Horizontal Scale,9.999999747E-3,,95.239996910E-3,-359.99998450E-3,
Pt Fmt,Y,,95.279999077E-3,-259.99999046E-3,,Pt Fmt,Y,,95.279999077E-3,-319.99999285E-3,
Yzero,240.00000000E-3,,95.319993794E-3,-259.99999046E-3,,Yzero,240.00000000E-3,,95.319993794E-3,-319.99999285E-3,
Probe Atten,1.000000,,95.359995961E-3,-259.99999046E-3,,Probe Atten,1.000000,,95.359995961E-3,-319.99999285E-3,
,,,95.399998128E-3,-259.99999046E-3,,,,,95.399998128E-3,-319.99999285E-3,
Note,TDS 1002C-EDU - 11:04:27   19/03/2019,,95.439992845E-3,-280.00000119E-3,,Note,TDS 1002C-EDU - 11:04:27   19/03/2019,,95.439992845E-3,-319.99999285E-3,
,,,95.479995012E-3,-259.99999046E-3,,,,,95.479995012E-3,-319.99999285E-3,
,,,95.519997180E-3,-259.99999046E-3,,,,,95.519997180E-3,-280.00000119E-3,
,,,95.559991896E-3,-259.99999046E-3,,,,,95.559991896E-3,-319.99999285E-3,
,,,95.599994063E-3,-259.99999046E-3,,,,,95.599994063E-3,-319.99999285E-3,
,,,95.639996231E-3,-259.99999046E-3,,,,,95.639996231E-3,-280.00000119E-3,
,,,95.679998398E-3,-259.99999046E-3,,,,,95.679998398E-3,-280.00000119E-3,
,,,95.719993114E-3,-280.00000119E-3,,,,,95.719993114E-3,-280.00000119E-3,
,,,95.759995282E-3,-259.99999046E-3,,,,,95.759995282E-3,-319.99999285E-3,
,,,95.799997449E-3,-280.00000119E-3,,,,,95.799997449E-3,-319.99999285E-3,
,,,95.839992166E-3,-280.00000119E-3,,,,,95.839992166E-3,-280.00000119E-3,
,,,95.879994333E-3,-259.99999046E-3,,,,,95.879994333E-3,-319.99999285E-3,
,,,95.919996500E-3,-280.00000119E-3,,,,,95.919996500E-3,-319.99999285E-3,
,,,95.959998667E-3,-280.00000119E-3,,,,,95.959998667E-3,-319.99999285E-3,
,,,95.999993384E-3,-280.00000119E-3,,,,,95.999993384E-3,-319.99999285E-3,
,,,96.039995551E-3,-280.00000119E-3,,,,,96.039995551E-3,-319.99999285E-3,
,,,96.079997718E-3,-259.99999046E-3,,,,,96.079997718E-3,-280.00000119E-3,
,,,96.119992435E-3,-259.99999046E-3,,,,,96.119992435E-3,-280.00000119E-3,
,,,96.159994602E-3,-280.00000119E-3,,,,,96.159994602E-3,-280.00000119E-3,
,,,96.199996769E-3,-280.00000119E-3,,,,,96.199996769E-3,-280.00000119E-3,
,,,96.239998937E-3,-280.00000119E-3,,,,,96.239998937E-3,-280.00000119E-3,
,,,96.279993653E-3,-280.00000119E-3,,,,,96.279993653E-3,-319.99999285E-3,
,,,96.319995821E-3,-259.99999046E-3,,,,,96.319995821E-3,-319.99999285E-3,
,,,96.359997988E-3,-259.99999046E-3,,,,,96.359997988E-3,-319.99999285E-3,
,,,96.399992704E-3,-259.99999046E-3,,,,,96.399992704E-3,-280.00000119E-3,
,,,96.439994872E-3,-280.00000119E-3,,,,,96.439994872E-3,-319.99999285E-3,
,,,96.479997039E-3,-259.99999046E-3,,,,,96.479997039E-3,-319.99999285E-3,
