Record Length,2500,Points,244.00000274E-3,-4.92000008,,Record Length,2500,Points,244.00000274E-3,39.99999911E-3,
Sample Interval,19.9999995E-6,s,244.02000010E-3,-4.92000008,,Sample Interval,19.9999995E-6,s,244.02000010E-3,39.99999911E-3,
Trigger Point,-12.2000010E3,Samples,244.03999746E-3,-4.92000008,,Trigger Point,-12.2000010E3,Samples,244.03999746E-3,39.99999911E-3,
,,,244.06000972E-3,-4.92000008,,,,,244.06000972E-3,39.99999911E-3,
,,,244.08000708E-3,-4.92000008,,,,,244.08000708E-3,39.99999911E-3,
,,,244.10000443E-3,-4.92000008,,,,,244.10000443E-3,39.99999911E-3,
Source,CH1,,244.12000179E-3,-4.92000008,,Source,CH2,,244.12000179E-3,39.99999911E-3,
Vertical Units,Volts,,244.13999915E-3,-4.92000008,,Vertical Units,Volts,,244.13999915E-3,39.99999911E-3,
Vertical Scale,1.000000,,244.15999651E-3,-4.92000008,,Vertical Scale,1.000000,,244.15999651E-3,39.99999911E-3,
Vertical Offset,0,,244.18000877E-3,-4.92000008,,Vertical Offset,0,,244.18000877E-3,39.99999911E-3,
Horizontal Units,s,,244.20000613E-3,-4.92000008,,Horizontal Units,s,,244.20000613E-3,39.99999911E-3,
Horizontal Scale,4.99999987E-3,,244.22000349E-3,-4.92000008,,Horizontal Scale,4.99999987E-3,,244.22000349E-3,39.99999911E-3,
Pt Fmt,Y,,244.24000084E-3,-4.88000011,,Pt Fmt,Y,,244.24000084E-3,39.99999911E-3,
Yzero,1.4800000,,244.25999820E-3,-4.92000008,,Yzero,3.48000000,,244.25999820E-3,39.99999911E-3,
Probe Atten,1.000000,,244.27999556E-3,-4.88000011,,Probe Atten,1.000000,,244.27999556E-3,39.99999911E-3,
,,,244.30000782E-3,-4.92000008,,,,,244.30000782E-3,39.99999911E-3,
Note,TDS 1002C-EDU - 12:20:26   07/03/2019,,244.32000518E-3,-4.92000008,,Note,TDS 1002C-EDU - 12:20:26   07/03/2019,,244.32000518E-3,0.0,
,,,244.34000254E-3,-4.92000008,,,,,244.34000254E-3,39.99999911E-3,
,,,244.35999990E-3,-4.92000008,,,,,244.35999990E-3,39.99999911E-3,
,,,244.37999725E-3,-4.92000008,,,,,244.37999725E-3,0.0,
,,,244.40000951E-3,-4.92000008,,,,,244.40000951E-3,0.0,
,,,244.42000687E-3,-4.92000008,,,,,244.42000687E-3,39.99999911E-3,
,,,244.44000423E-3,-4.88000011,,,,,244.44000423E-3,39.99999911E-3,
,,,244.46000159E-3,-4.88000011,,,,,244.46000159E-3,39.99999911E-3,
,,,244.47999895E-3,-4.92000008,,,,,244.47999895E-3,0.0,
,,,244.49999630E-3,-4.92000008,,,,,244.49999630E-3,39.99999911E-3,
,,,244.52000856E-3,-4.88000011,,,,,244.52000856E-3,39.99999911E-3,
,,,244.54000592E-3,-4.88000011,,,,,244.54000592E-3,39.99999911E-3,
,,,244.56000328E-3,-4.88000011,,,,,244.56000328E-3,0.0,
,,,244.58000064E-3,-4.88000011,,,,,244.58000064E-3,0.0,
,,,244.59999800E-3,-4.88000011,,,,,244.59999800E-3,0.0,
,,,244.61999536E-3,-4.88000011,,,,,244.61999536E-3,0.0,
,,,244.64000762E-3,-4.92000008,,,,,244.64000762E-3,39.99999911E-3,
,,,244.66000497E-3,-4.88000011,,,,,244.66000497E-3,0.0,
,,,244.68000233E-3,-4.88000011,,,,,244.68000233E-3,0.0,
,,,244.69999969E-3,-4.88000011,,,,,244.69999969E-3,0.0,
,,,244.71999705E-3,-4.88000011,,,,,244.71999705E-3,-39.99999911E-3,
,,,244.74000931E-3,-4.88000011,,,,,244.74000931E-3,-39.99999911E-3,
,,,244.76000667E-3,-4.88000011,,,,,244.76000667E-3,0.0,
,,,244.78000402E-3,-4.88000011,,,,,244.78000402E-3,-39.99999911E-3,
,,,244.80000138E-3,-4.88000011,,,,,244.80000138E-3,-39.99999911E-3,
,,,244.81999874E-3,-4.88000011,,,,,244.81999874E-3,-39.99999911E-3,
,,,244.83999610E-3,-4.88000011,,,,,244.83999610E-3,-79.999998212E-3,
,,,244.86000836E-3,-4.88000011,,,,,244.86000836E-3,-79.999998212E-3,
,,,244.88000572E-3,-4.92000008,,,,,244.88000572E-3,-119.9999973E-3,
,,,244.90000308E-3,-4.88000011,,,,,244.90000308E-3,-159.99999642E-3,
,,,244.92000043E-3,-4.88000011,,,,,244.92000043E-3,-119.9999973E-3,
,,,244.93999779E-3,-4.88000011,,,,,244.93999779E-3,-159.99999642E-3,
,,,244.96001005E-3,-4.88000011,,,,,244.96001005E-3,-199.99998808E-3,
,,,244.98000741E-3,-4.88000011,,,,,244.98000741E-3,-239.99999464E-3,
,,,245.00000477E-3,-4.88000011,,,,,245.00000477E-3,-239.99999464E-3,
,,,245.02000213E-3,-4.88000011,,,,,245.02000213E-3,-319.99999285E-3,
